CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory
48,Customer_48,19,17265,17151,17,708,0,"[{""amount"": 114, ""date"": ""2023-07-03""}, {""amount"": 809, ""date"": ""2023-04-23""}, {""amount"": 541, ""date"": ""2023-01-04""}, {""amount"": 897, ""date"": ""2023-10-17""}, {""amount"": 916, ""date"": ""2023-06-15""}, {""amount"": 886, ""date"": ""2023-07-21""}, {""amount"": 264, ""date"": ""2023-04-23""}, {""amount"": 167, ""date"": ""2023-08-29""}, {""amount"": 233, ""date"": ""2023-03-05""}, {""amount"": 300, ""date"": ""2023-07-21""}, {""amount"": 501, ""date"": ""2023-12-29""}, {""amount"": 970, ""date"": ""2023-04-22""}]"
49,Customer_49,27,6378,18816,17,516,0,"[{""amount"": 976, ""date"": ""2023-04-14""}, {""amount"": 615, ""date"": ""2023-08-24""}, {""amount"": 681, ""date"": ""2023-06-22""}, {""amount"": 606, ""date"": ""2023-02-11""}, {""amount"": 399, ""date"": ""2023-03-21""}, {""amount"": 962, ""date"": ""2023-05-25""}, {""amount"": 602, ""date"": ""2023-06-11""}, {""amount"": 273, ""date"": ""2023-02-13""}, {""amount"": 683, ""date"": ""2023-03-23""}, {""amount"": 521, ""date"": ""2023-06-19""}, {""amount"": 394, ""date"": ""2023-02-05""}, {""amount"": 405, ""date"": ""2023-07-29""}]"
50,Customer_50,50,13463,15266,11,708,1,"[{""amount"": 654, ""date"": ""2023-12-12""}, {""amount"": 428, ""date"": ""2023-06-23""}, {""amount"": 243, ""date"": ""2023-08-28""}, {""amount"": 222, ""date"": ""2023-02-22""}, {""amount"": 463, ""date"": ""2023-08-17""}, {""amount"": 391, ""date"": ""2023-04-09""}, {""amount"": 208, ""date"": ""2023-11-09""}, {""amount"": 997, ""date"": ""2023-08-16""}, {""amount"": 192, ""date"": ""2023-01-28""}, {""amount"": 353, ""date"": ""2023-06-19""}, {""amount"": 342, ""date"": ""2023-01-03""}]"
51,Customer_51,49,14527,41475,54,394,0,"[{""amount"": 380, ""date"": ""2023-01-20""}, {""amount"": 199, ""date"": ""2023-05-04""}, {""amount"": 391, ""date"": ""2023-08-07""}, {""amount"": 304, ""date"": ""2023-06-04""}, {""amount"": 978, ""date"": ""2023-09-29""}, {""amount"": 524, ""date"": ""2023-04-12""}, {""amount"": 115, ""date"": ""2023-12-08""}, {""amount"": 250, ""date"": ""2023-07-06""}, {""amount"": 223, ""date"": ""2023-08-19""}, {""amount"": 103, ""date"": ""2023-03-31""}, {""amount"": 947, ""date"": ""2023-08-06""}, {""amount"": 807, ""date"": ""2023-02-28""}, {""amount"": 337, ""date"": ""2023-07-08""}, {""amount"": 848, ""date"": ""2023-10-07""}, {""amount"": 743, ""date"": ""2023-12-10""}, {""amount"": 965, ""date"": ""2023-05-18""}, {""amount"": 514, ""date"": ""2023-05-09""}, {""amount"": 563, ""date"": ""2023-10-10""}, {""amount"": 673, ""date"": ""2023-11-14""}]"
52,Customer_52,28,6452,25913,22,666,1,"[{""amount"": 726, ""date"": ""2023-01-03""}, {""amount"": 301, ""date"": ""2023-06-12""}, {""amount"": 900, ""date"": ""2023-03-27""}, {""amount"": 678, ""date"": ""2023-07-08""}, {""amount"": 129, ""date"": ""2023-01-09""}, {""amount"": 184, ""date"": ""2023-08-13""}, {""amount"": 157, ""date"": ""2023-06-06""}, {""amount"": 519, ""date"": ""2023-09-14""}, {""amount"": 850, ""date"": ""2023-09-01""}, {""amount"": 814, ""date"": ""2023-04-21""}, {""amount"": 421, ""date"": ""2023-03-02""}, {""amount"": 174, ""date"": ""2023-07-05""}, {""amount"": 596, ""date"": ""2023-08-10""}, {""amount"": 686, ""date"": ""2023-11-12""}, {""amount"": 156, ""date"": ""2023-02-20""}]"
53,Customer_53,70,8743,20892,19,794,0,"[{""amount"": 859, ""date"": ""2023-10-16""}, {""amount"": 904, ""date"": ""2023-04-26""}, {""amount"": 325, ""date"": ""2023-10-19""}, {""amount"": 589, ""date"": ""2023-01-06""}, {""amount"": 322, ""date"": ""2023-06-21""}, {""amount"": 197, ""date"": ""2023-10-12""}, {""amount"": 493, ""date"": ""2023-04-12""}, {""amount"": 866, ""date"": ""2023-12-30""}]"
54,Customer_54,41,11621,24319,14,386,0,"[{""amount"": 209, ""date"": ""2023-04-05""}, {""amount"": 579, ""date"": ""2023-02-27""}, {""amount"": 549, ""date"": ""2023-05-27""}, {""amount"": 866, ""date"": ""2023-07-03""}, {""amount"": 821, ""date"": ""2023-06-16""}, {""amount"": 255, ""date"": ""2023-08-23""}, {""amount"": 363, ""date"": ""2023-09-05""}, {""amount"": 591, ""date"": ""2023-08-24""}, {""amount"": 218, ""date"": ""2023-07-07""}, {""amount"": 972, ""date"": ""2023-09-07""}, {""amount"": 346, ""date"": ""2023-08-13""}, {""amount"": 965, ""date"": ""2023-08-22""}, {""amount"": 830, ""date"": ""2023-06-26""}, {""amount"": 770, ""date"": ""2023-03-30""}, {""amount"": 459, ""date"": ""2023-02-14""}, {""amount"": 798, ""date"": ""2023-12-04""}, {""amount"": 821, ""date"": ""2023-02-14""}, {""amount"": 261, ""date"": ""2023-11-09""}]"
55,Customer_55,53,7630,11584,33,815,0,"[{""amount"": 530, ""date"": ""2023-09-20""}, {""amount"": 331, ""date"": ""2023-05-29""}, {""amount"": 997, ""date"": ""2023-07-29""}, {""amount"": 683, ""date"": ""2023-02-06""}, {""amount"": 460, ""date"": ""2023-02-11""}, {""amount"": 269, ""date"": ""2023-11-15""}, {""amount"": 814, ""date"": ""2023-01-08""}, {""amount"": 929, ""date"": ""2023-03-14""}, {""amount"": 981, ""date"": ""2023-05-31""}, {""amount"": 371, ""date"": ""2023-08-06""}]"
56,Customer_56,29,13528,29509,12,506,0,"[{""amount"": 645, ""date"": ""2023-08-16""}, {""amount"": 266, ""date"": ""2023-10-14""}, {""amount"": 976, ""date"": ""2023-10-25""}, {""amount"": 433, ""date"": ""2023-06-13""}, {""amount"": 685, ""date"": ""2023-12-31""}, {""amount"": 863, ""date"": ""2023-09-26""}, {""amount"": 162, ""date"": ""2023-05-23""}, {""amount"": 582, ""date"": ""2023-07-24""}, {""amount"": 461, ""date"": ""2023-04-23""}, {""amount"": 453, ""date"": ""2023-11-28""}, {""amount"": 348, ""date"": ""2023-07-07""}, {""amount"": 666, ""date"": ""2023-08-03""}, {""amount"": 968, ""date"": ""2023-07-01""}, {""amount"": 923, ""date"": ""2023-03-08""}, {""amount"": 164, ""date"": ""2023-12-02""}]"
57,Customer_57,68,5366,34111,50,765,0,"[{""amount"": 597, ""date"": ""2023-10-27""}, {""amount"": 829, ""date"": ""2023-06-02""}, {""amount"": 800, ""date"": ""2023-01-04""}, {""amount"": 465, ""date"": ""2023-10-04""}, {""amount"": 935, ""date"": ""2023-02-17""}, {""amount"": 658, ""date"": ""2023-09-08""}, {""amount"": 930, ""date"": ""2023-08-13""}, {""amount"": 212, ""date"": ""2023-06-23""}, {""amount"": 543, ""date"": ""2023-04-27""}, {""amount"": 798, ""date"": ""2023-01-07""}, {""amount"": 180, ""date"": ""2023-04-25""}, {""amount"": 163, ""date"": ""2023-03-29""}, {""amount"": 504, ""date"": ""2023-11-10""}, {""amount"": 963, ""date"": ""2023-01-27""}, {""amount"": 810, ""date"": ""2023-07-25""}]"
58,Customer_58,46,9078,7688,60,644,0,"[{""amount"": 799, ""date"": ""2023-07-06""}, {""amount"": 662, ""date"": ""2023-12-17""}, {""amount"": 202, ""date"": ""2023-08-24""}, {""amount"": 668, ""date"": ""2023-12-24""}, {""amount"": 657, ""date"": ""2023-11-01""}]"
59,Customer_59,52,10804,37358,48,388,0,"[{""amount"": 325, ""date"": ""2023-03-10""}, {""amount"": 940, ""date"": ""2023-09-30""}, {""amount"": 218, ""date"": ""2023-09-15""}, {""amount"": 279, ""date"": ""2023-06-23""}, {""amount"": 692, ""date"": ""2023-10-22""}, {""amount"": 596, ""date"": ""2023-09-18""}, {""amount"": 727, ""date"": ""2023-10-10""}, {""amount"": 848, ""date"": ""2023-03-17""}, {""amount"": 873, ""date"": ""2023-06-16""}, {""amount"": 591, ""date"": ""2023-06-08""}, {""amount"": 124, ""date"": ""2023-02-15""}, {""amount"": 245, ""date"": ""2023-07-17""}, {""amount"": 795, ""date"": ""2023-11-15""}, {""amount"": 190, ""date"": ""2023-09-27""}, {""amount"": 376, ""date"": ""2023-05-06""}, {""amount"": 616, ""date"": ""2023-07-27""}, {""amount"": 414, ""date"": ""2023-07-09""}, {""amount"": 140, ""date"": ""2023-11-27""}]"
60,Customer_60,18,2571,21787,10,399,0,"[{""amount"": 753, ""date"": ""2023-12-22""}, {""amount"": 687, ""date"": ""2023-07-12""}, {""amount"": 520, ""date"": ""2023-06-08""}, {""amount"": 234, ""date"": ""2023-09-11""}, {""amount"": 992, ""date"": ""2023-04-23""}, {""amount"": 590, ""date"": ""2023-05-26""}, {""amount"": 653, ""date"": ""2023-04-09""}, {""amount"": 741, ""date"": ""2023-12-03""}, {""amount"": 164, ""date"": ""2023-08-03""}, {""amount"": 895, ""date"": ""2023-04-28""}, {""amount"": 252, ""date"": ""2023-08-15""}, {""amount"": 742, ""date"": ""2023-10-14""}, {""amount"": 611, ""date"": ""2023-10-14""}, {""amount"": 937, ""date"": ""2023-11-16""}, {""amount"": 607, ""date"": ""2023-08-05""}, {""amount"": 561, ""date"": ""2023-02-07""}]"
61,Customer_61,18,19285,24506,46,542,0,"[{""amount"": 375, ""date"": ""2023-11-19""}, {""amount"": 796, ""date"": ""2023-01-18""}, {""amount"": 452, ""date"": ""2023-11-13""}, {""amount"": 645, ""date"": ""2023-10-02""}, {""amount"": 526, ""date"": ""2023-04-08""}, {""amount"": 909, ""date"": ""2023-05-10""}, {""amount"": 210, ""date"": ""2023-03-18""}]"
62,Customer_62,54,8182,41254,47,504,0,"[{""amount"": 416, ""date"": ""2023-12-13""}, {""amount"": 655, ""date"": ""2023-06-17""}, {""amount"": 412, ""date"": ""2023-08-11""}, {""amount"": 507, ""date"": ""2023-04-15""}, {""amount"": 890, ""date"": ""2023-03-08""}]"
63,Customer_63,23,13939,8621,21,640,0,"[{""amount"": 798, ""date"": ""2023-05-05""}, {""amount"": 244, ""date"": ""2023-12-20""}, {""amount"": 791, ""date"": ""2023-04-26""}, {""amount"": 690, ""date"": ""2023-08-12""}, {""amount"": 147, ""date"": ""2023-02-17""}, {""amount"": 606, ""date"": ""2023-04-21""}, {""amount"": 122, ""date"": ""2023-01-29""}, {""amount"": 431, ""date"": ""2023-03-15""}, {""amount"": 997, ""date"": ""2023-04-10""}, {""amount"": 888, ""date"": ""2023-12-13""}, {""amount"": 735, ""date"": ""2023-06-22""}, {""amount"": 496, ""date"": ""2023-08-28""}, {""amount"": 717, ""date"": ""2023-06-20""}, {""amount"": 179, ""date"": ""2023-11-05""}]"
64,Customer_64,56,18305,6918,6,307,0,"[{""amount"": 809, ""date"": ""2023-08-02""}, {""amount"": 896, ""date"": ""2023-10-22""}, {""amount"": 491, ""date"": ""2023-01-20""}, {""amount"": 490, ""date"": ""2023-03-18""}, {""amount"": 237, ""date"": ""2023-01-27""}, {""amount"": 248, ""date"": ""2023-12-25""}, {""amount"": 648, ""date"": ""2023-06-09""}, {""amount"": 397, ""date"": ""2023-08-01""}, {""amount"": 756, ""date"": ""2023-06-09""}, {""amount"": 147, ""date"": ""2023-09-01""}, {""amount"": 714, ""date"": ""2023-02-06""}, {""amount"": 853, ""date"": ""2023-06-01""}, {""amount"": 382, ""date"": ""2023-11-04""}, {""amount"": 660, ""date"": ""2023-11-30""}, {""amount"": 217, ""date"": ""2023-06-08""}, {""amount"": 219, ""date"": ""2023-03-21""}]"
65,Customer_65,58,7839,41841,45,386,0,"[{""amount"": 943, ""date"": ""2023-03-06""}, {""amount"": 256, ""date"": ""2023-08-17""}, {""amount"": 539, ""date"": ""2023-04-14""}, {""amount"": 418, ""date"": ""2023-08-27""}, {""amount"": 798, ""date"": ""2023-08-15""}, {""amount"": 426, ""date"": ""2023-02-15""}, {""amount"": 263, ""date"": ""2023-02-23""}]"
66,Customer_66,70,11481,17933,43,507,0,"[{""amount"": 305, ""date"": ""2023-07-27""}, {""amount"": 854, ""date"": ""2023-08-25""}, {""amount"": 609, ""date"": ""2023-08-08""}, {""amount"": 548, ""date"": ""2023-11-27""}, {""amount"": 366, ""date"": ""2023-07-15""}, {""amount"": 780, ""date"": ""2023-11-08""}, {""amount"": 996, ""date"": ""2023-10-19""}, {""amount"": 768, ""date"": ""2023-12-17""}, {""amount"": 797, ""date"": ""2023-03-23""}, {""amount"": 169, ""date"": ""2023-08-14""}, {""amount"": 986, ""date"": ""2023-08-24""}, {""amount"": 913, ""date"": ""2023-09-19""}, {""amount"": 892, ""date"": ""2023-08-28""}]"
67,Customer_67,35,14279,13144,12,332,0,"[{""amount"": 625, ""date"": ""2023-06-01""}, {""amount"": 449, ""date"": ""2023-07-23""}, {""amount"": 575, ""date"": ""2023-06-23""}, {""amount"": 335, ""date"": ""2023-07-14""}, {""amount"": 525, ""date"": ""2023-01-08""}, {""amount"": 755, ""date"": ""2023-05-04""}, {""amount"": 142, ""date"": ""2023-08-19""}, {""amount"": 341, ""date"": ""2023-11-29""}, {""amount"": 564, ""date"": ""2023-06-07""}, {""amount"": 955, ""date"": ""2023-11-24""}]"
68,Customer_68,33,9300,25925,57,333,0,"[{""amount"": 936, ""date"": ""2023-02-01""}, {""amount"": 260, ""date"": ""2023-04-12""}, {""amount"": 498, ""date"": ""2023-11-19""}, {""amount"": 116, ""date"": ""2023-06-09""}, {""amount"": 226, ""date"": ""2023-04-26""}, {""amount"": 123, ""date"": ""2023-08-06""}, {""amount"": 383, ""date"": ""2023-08-10""}, {""amount"": 379, ""date"": ""2023-11-29""}, {""amount"": 841, ""date"": ""2023-10-24""}, {""amount"": 534, ""date"": ""2023-09-26""}, {""amount"": 413, ""date"": ""2023-06-13""}, {""amount"": 804, ""date"": ""2023-12-17""}, {""amount"": 629, ""date"": ""2023-02-25""}, {""amount"": 384, ""date"": ""2023-06-26""}, {""amount"": 941, ""date"": ""2023-05-11""}, {""amount"": 903, ""date"": ""2023-09-24""}, {""amount"": 653, ""date"": ""2023-03-14""}, {""amount"": 208, ""date"": ""2023-01-27""}, {""amount"": 310, ""date"": ""2023-05-29""}]"
69,Customer_69,22,11822,35495,35,633,0,"[{""amount"": 590, ""date"": ""2023-01-14""}, {""amount"": 114, ""date"": ""2023-05-20""}, {""amount"": 467, ""date"": ""2023-11-01""}, {""amount"": 286, ""date"": ""2023-09-22""}, {""amount"": 597, ""date"": ""2023-02-10""}, {""amount"": 148, ""date"": ""2023-06-12""}, {""amount"": 265, ""date"": ""2023-12-22""}, {""amount"": 721, ""date"": ""2023-10-24""}, {""amount"": 733, ""date"": ""2023-01-11""}, {""amount"": 147, ""date"": ""2023-01-24""}, {""amount"": 156, ""date"": ""2023-06-16""}, {""amount"": 232, ""date"": ""2023-11-15""}, {""amount"": 787, ""date"": ""2023-10-10""}, {""amount"": 811, ""date"": ""2023-09-02""}, {""amount"": 343, ""date"": ""2023-04-01""}, {""amount"": 125, ""date"": ""2023-10-25""}]"
70,Customer_70,59,3291,5966,53,815,0,"[{""amount"": 259, ""date"": ""2023-09-05""}, {""amount"": 282, ""date"": ""2023-05-11""}, {""amount"": 546, ""date"": ""2023-11-08""}, {""amount"": 744, ""date"": ""2023-01-29""}, {""amount"": 369, ""date"": ""2023-01-26""}, {""amount"": 961, ""date"": ""2023-04-24""}, {""amount"": 182, ""date"": ""2023-01-23""}, {""amount"": 534, ""date"": ""2023-04-20""}, {""amount"": 452, ""date"": ""2023-02-09""}]"
71,Customer_71,60,4532,8275,31,723,0,"[{""amount"": 678, ""date"": ""2023-11-09""}, {""amount"": 767, ""date"": ""2023-03-20""}, {""amount"": 440, ""date"": ""2023-06-10""}, {""amount"": 731, ""date"": ""2023-06-02""}, {""amount"": 431, ""date"": ""2023-03-20""}, {""amount"": 114, ""date"": ""2023-08-25""}]"
72,Customer_72,49,4129,47641,18,548,0,"[{""amount"": 492, ""date"": ""2023-10-29""}, {""amount"": 601, ""date"": ""2023-08-06""}, {""amount"": 981, ""date"": ""2023-03-29""}, {""amount"": 365, ""date"": ""2023-11-04""}, {""amount"": 716, ""date"": ""2023-03-04""}, {""amount"": 110, ""date"": ""2023-03-21""}, {""amount"": 523, ""date"": ""2023-09-18""}, {""amount"": 867, ""date"": ""2023-06-11""}, {""amount"": 302, ""date"": ""2023-02-23""}]"
73,Customer_73,19,14230,26151,6,746,1,"[{""amount"": 422, ""date"": ""2023-06-25""}, {""amount"": 929, ""date"": ""2023-02-04""}, {""amount"": 374, ""date"": ""2023-12-31""}, {""amount"": 617, ""date"": ""2023-10-11""}, {""amount"": 247, ""date"": ""2023-04-28""}, {""amount"": 180, ""date"": ""2023-04-10""}, {""amount"": 909, ""date"": ""2023-05-20""}]"
74,Customer_74,19,14180,25570,58,362,0,"[{""amount"": 339, ""date"": ""2023-11-10""}, {""amount"": 548, ""date"": ""2023-10-21""}, {""amount"": 650, ""date"": ""2023-09-28""}, {""amount"": 815, ""date"": ""2023-09-24""}, {""amount"": 827, ""date"": ""2023-05-16""}, {""amount"": 315, ""date"": ""2023-03-30""}, {""amount"": 245, ""date"": ""2023-09-30""}, {""amount"": 220, ""date"": ""2023-10-12""}, {""amount"": 470, ""date"": ""2023-01-22""}, {""amount"": 822, ""date"": ""2023-01-12""}, {""amount"": 316, ""date"": ""2023-03-31""}, {""amount"": 446, ""date"": ""2023-08-19""}, {""amount"": 115, ""date"": ""2023-10-21""}, {""amount"": 709, ""date"": ""2023-01-22""}, {""amount"": 177, ""date"": ""2023-04-05""}]"
75,Customer_75,57,7802,34735,56,583,0,"[{""amount"": 767, ""date"": ""2023-08-15""}, {""amount"": 705, ""date"": ""2023-01-03""}, {""amount"": 495, ""date"": ""2023-10-18""}, {""amount"": 986, ""date"": ""2023-11-18""}, {""amount"": 343, ""date"": ""2023-03-15""}, {""amount"": 186, ""date"": ""2023-12-11""}, {""amount"": 423, ""date"": ""2023-07-09""}, {""amount"": 709, ""date"": ""2023-12-11""}, {""amount"": 995, ""date"": ""2023-06-05""}]"
76,Customer_76,59,10058,38525,55,665,0,"[{""amount"": 560, ""date"": ""2023-04-14""}, {""amount"": 190, ""date"": ""2023-04-12""}, {""amount"": 728, ""date"": ""2023-06-09""}, {""amount"": 906, ""date"": ""2023-03-01""}, {""amount"": 256, ""date"": ""2023-05-16""}, {""amount"": 883, ""date"": ""2023-02-04""}, {""amount"": 241, ""date"": ""2023-03-30""}, {""amount"": 793, ""date"": ""2023-09-05""}]"
77,Customer_77,53,19553,44492,34,530,0,"[{""amount"": 567, ""date"": ""2023-02-27""}, {""amount"": 532, ""date"": ""2023-08-15""}, {""amount"": 188, ""date"": ""2023-05-30""}, {""amount"": 981, ""date"": ""2023-09-01""}, {""amount"": 139, ""date"": ""2023-06-21""}, {""amount"": 964, ""date"": ""2023-05-05""}, {""amount"": 244, ""date"": ""2023-01-06""}, {""amount"": 515, ""date"": ""2023-01-21""}, {""amount"": 383, ""date"": ""2023-08-02""}, {""amount"": 810, ""date"": ""2023-10-07""}, {""amount"": 852, ""date"": ""2023-08-20""}, {""amount"": 795, ""date"": ""2023-02-01""}, {""amount"": 152, ""date"": ""2023-05-06""}, {""amount"": 924, ""date"": ""2023-06-20""}, {""amount"": 856, ""date"": ""2023-08-16""}, {""amount"": 831, ""date"": ""2023-08-16""}]"
78,Customer_78,56,8613,15619,13,731,0,"[{""amount"": 733, ""date"": ""2023-10-22""}, {""amount"": 582, ""date"": ""2023-05-31""}, {""amount"": 259, ""date"": ""2023-03-31""}, {""amount"": 358, ""date"": ""2023-05-14""}, {""amount"": 835, ""date"": ""2023-06-07""}, {""amount"": 972, ""date"": ""2023-12-07""}]"
79,Customer_79,29,18567,9223,7,636,0,"[{""amount"": 540, ""date"": ""2023-06-03""}, {""amount"": 144, ""date"": ""2023-08-13""}, {""amount"": 717, ""date"": ""2023-10-19""}, {""amount"": 187, ""date"": ""2023-01-03""}, {""amount"": 438, ""date"": ""2023-09-24""}, {""amount"": 788, ""date"": ""2023-11-01""}, {""amount"": 639, ""date"": ""2023-01-29""}, {""amount"": 220, ""date"": ""2023-04-12""}, {""amount"": 325, ""date"": ""2023-04-30""}, {""amount"": 749, ""date"": ""2023-10-04""}, {""amount"": 511, ""date"": ""2023-01-06""}, {""amount"": 319, ""date"": ""2023-07-22""}, {""amount"": 329, ""date"": ""2023-10-07""}, {""amount"": 599, ""date"": ""2023-12-22""}, {""amount"": 149, ""date"": ""2023-12-23""}, {""amount"": 162, ""date"": ""2023-01-12""}, {""amount"": 348, ""date"": ""2023-11-30""}, {""amount"": 859, ""date"": ""2023-01-14""}]"
80,Customer_80,64,17972,16471,50,540,1,"[{""amount"": 323, ""date"": ""2023-11-05""}, {""amount"": 482, ""date"": ""2023-11-20""}, {""amount"": 401, ""date"": ""2023-03-30""}, {""amount"": 591, ""date"": ""2023-10-21""}, {""amount"": 730, ""date"": ""2023-12-08""}, {""amount"": 825, ""date"": ""2023-09-25""}, {""amount"": 654, ""date"": ""2023-09-10""}, {""amount"": 915, ""date"": ""2023-06-26""}, {""amount"": 113, ""date"": ""2023-06-10""}, {""amount"": 811, ""date"": ""2023-07-23""}, {""amount"": 331, ""date"": ""2023-12-27""}, {""amount"": 786, ""date"": ""2023-03-16""}, {""amount"": 699, ""date"": ""2023-12-18""}, {""amount"": 650, ""date"": ""2023-06-10""}, {""amount"": 147, ""date"": ""2023-04-05""}, {""amount"": 548, ""date"": ""2023-11-06""}, {""amount"": 816, ""date"": ""2023-05-20""}, {""amount"": 384, ""date"": ""2023-11-27""}, {""amount"": 379, ""date"": ""2023-01-14""}]"
81,Customer_81,36,6207,46446,54,414,0,"[{""amount"": 625, ""date"": ""2023-05-25""}, {""amount"": 640, ""date"": ""2023-01-22""}, {""amount"": 944, ""date"": ""2023-03-23""}, {""amount"": 329, ""date"": ""2023-02-03""}, {""amount"": 402, ""date"": ""2023-07-17""}]"
82,Customer_82,45,14258,24851,56,811,0,"[{""amount"": 955, ""date"": ""2023-12-14""}, {""amount"": 193, ""date"": ""2023-03-29""}, {""amount"": 512, ""date"": ""2023-10-18""}, {""amount"": 100, ""date"": ""2023-10-03""}, {""amount"": 652, ""date"": ""2023-02-13""}, {""amount"": 966, ""date"": ""2023-07-26""}, {""amount"": 766, ""date"": ""2023-04-25""}, {""amount"": 638, ""date"": ""2023-05-12""}, {""amount"": 644, ""date"": ""2023-07-19""}, {""amount"": 647, ""date"": ""2023-07-03""}, {""amount"": 325, ""date"": ""2023-04-28""}, {""amount"": 473, ""date"": ""2023-06-26""}, {""amount"": 199, ""date"": ""2023-07-12""}, {""amount"": 533, ""date"": ""2023-04-13""}]"
